HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Previous Names	Synonyms	Chromosome	Accession Numbers	RefSeq IDs
HGNC:28759	TAF1D	TATA box binding protein (TBP)-associated factor, RNA polymerase I, D, 41kDa	Approved	JOSD3	"Josephin domain containing 3"	MGC5306, TAF(I)41	11q21		NM_024116
HGNC:18056	TAF1L	TAF1 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa-like	Approved		"TAF1-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 210kDa"		9p12	AF390562	
HGNC:11536	TAF2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 150kDa	Approved	TAF2B	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, B, 150kD"	TAFII150, CIF150	8q24	AF040701	NM_003184
HGNC:17303	TAF3	TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140kDa	Approved		"TAF3 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 140 kD"	TAF140, TAFII140	10p15.1	AJ292190	NM_031923
HGNC:11537	TAF4	TAF4 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 135kDa	Approved	TAF4A, TAF2C1, TAF2C	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, C1, 130kD"	TAFII130, TAFII135	20q13.33	Y11354	NM_003185
HGNC:11538	TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	Approved	TAF2C2	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, C2, 105kD"	TAFII105	18q11.1	Y09321	NM_005640
HGNC:11539	TAF5	TAF5 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 100kDa	Approved	TAF2D	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, D, 100kD"	TAFII100	10q24-q25.2	X95525	
HGNC:17304	TAF5L	TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	Approved		"TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65 kD"	PAF65B	1q42.11-q42.3	AF069736	NM_014409
HGNC:11540	TAF6	TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 80kDa	Approved	TAF2E	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, E, 70/85kD"	TAFII70, TAFII80, MGC:8964, TAFII85	7q		NM_005641
HGNC:17305	TAF6L	TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa	Approved		"TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65 kD"	PAF65A	11q12.3	BC008785	NM_006473
HGNC:11541	TAF7	TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa	Approved	TAF2F	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, F, 55kD"	TAFII55	5q31	AF349038	NM_005642
HGNC:11548	TAF7L	TAF7-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 50kDa	Approved	TAF2Q	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, Q"	CT40	Xq22.1	AF285595	
HGNC:17300	TAF8	TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 43kDa	Approved	TBN	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, A, 45/50kDa", "taube nuss homolog (mouse)"	FLJ32821, TAF(II)43	6p21.1	AK057383	NM_138572
HGNC:11542	TAF9	TAF9 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 32kDa	Approved	TAF2G	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, G, 32kD"	TAFII31, TAFII32, TAFIID32, MGC5067, CGI-137, MGC1603, MGC3647, AD-004	5q13.2	U21858	NM_003187
HGNC:17306	TAF9B	TAF9B RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa	Approved	TAF9L	"TAF9-like RNA polymerase II, TATA box binding protein (TBP)-associated factor, 31kDa"	TAFII31L, DN-7, DN7, TFIID-31	Xq13.1-q21.1	AF220509	NM_015975
HGNC:11543	TAF10	TAF10 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 30kDa	Approved	TAF2H, TAF2A	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, H, 30kD"	TAFII30	11p15.5-p15.2	U13991, U25816	NM_006284
HGNC:11544	TAF11	TAF11 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 28kDa	Approved	TAF2I	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, I, 28kD"	TAFII28	6p21	X83928	NM_005643
HGNC:11545	TAF12	TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 20kDa	Approved	TAF2J	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, J, 20kD"	TAFII20	1p35	BC011986	NM_005644
HGNC:11546	TAF13	TAF13 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 18kDa	Approved	TAF2K	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, K, 18kD"	TAFII18	1p13.3	XM_496381	NM_005645
HGNC:11547	TAF15	TAF15 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 68kDa	Approved	TAF2N	"TATA box binding protein (TBP)-associated factor, RNA polymerase II, N, 68kD (RNA-binding protein 56)"	hTAFII68, RBP56, Npl3	17q11.1-q11.2	U51334	NM_139215
HGNC:15669	TAGAP	T-cell activation RhoGTPase activating protein	Approved		"T-cell activation GTPase activating protein"	FLJ32631, IDDM21, ARHGAP47	6q25.3	AF385429	NM_054114
HGNC:11553	TAGLN	transgelin	Approved			SM22, WS3-10, TAGLN1, SMCC, DKFZp686P11128	11q23.2	M95787	NM_001001522
HGNC:11554	TAGLN2	transgelin 2	Approved			KIAA0120, HA1756	1q21-q25	D21261	NM_003564
HGNC:29868	TAGLN3	transgelin 3	Approved			NP25, NP22	3q13.2	AF303058	NM_013259
HGNC:11556	TAL1	T-cell acute lymphocytic leukemia 1	Approved	TCL5		SCL, bHLHa17	1p32	M29038	NM_003189
HGNC:11557	TAL2	T-cell acute lymphocytic leukemia 2	Approved			bHLHa19	9q32		NM_005421
HGNC:11559	TALDO1	transaldolase 1	Approved				11p15.5-p15.4		NM_006755
HGNC:25187	TAMM41	TAM41, mitochondrial translocator assembly and maintenance protein, homolog (S. cerevisiae)	Approved	C3orf31	"chromosome 3 open reading frame 31"	MGC16471, DKFZp434E0519	3p25.2		NM_138807
HGNC:29364	TANC1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1	Approved			KIAA1728, ROLSB	2q24.2	AB051515	
HGNC:30212	TANC2	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 2	Approved			DKFZP564D166, FLJ10215, FLJ11824, KIAA1148, KIAA1636, rols, ROLSA	17q23.3	AB032974	
HGNC:25439	TANGO2	transport and golgi organization 2 homolog (Drosophila)	Approved	C22orf25	"chromosome 22 open reading frame 25"	DKFZp761P1121	22q11.21		NM_152906
HGNC:25749	TANGO6	transport and golgi organization 6 homolog (Drosophila)	Approved	TMCO7	"transmembrane and coiled-coil domains 7"	FLJ12688, KIAA1746	16q22.1		XM_928235.2
HGNC:11562	TANK	TRAF family member-associated NFKB activator	Approved	TRAF2		I-TRAF	2q24-q31	U59863	NM_133484
HGNC:29259	TAOK1	TAO kinase 1	Approved			KIAA1361, MARKK, PSK2, MAP3K16, FLJ14314, TAO1	17q11.2	AB037782	NM_020791
HGNC:16835	TAOK2	TAO kinase 2	Approved			TAO1, KIAA0881, PSK, PSK1, TAO2, MAP3K17	16p11.2	AB020688	NM_016151
HGNC:18133	TAOK3	TAO kinase 3	Approved			JIK, DPK, MAP3K18	12q	AF135158	NM_016281
HGNC:43	TAP1	transporter 1, ATP-binding cassette, sub-family B (MDR/TAP)	Approved	ABCB2		PSF1, RING4, D6S114E	6p21.3		NM_000593
HGNC:44	TAP2	transporter 2, ATP-binding cassette, sub-family B (MDR/TAP)	Approved	ABCB3		PSF2, RING11, D6S217E	6p21.3	M74447	NM_000544
HGNC:11566	TAPBP	TAP binding protein (tapasin)	Approved			TAPA	6p21.3	Y13582	
HGNC:30683	TAPBPL	TAP binding protein-like	Approved			TAPBP-R, FLJ10143, TAPBPR	12p13.31	AK001005	NM_018009
HGNC:26887	TAPT1	transmembrane anterior posterior transformation 1	Approved			FLJ90013	4p15.32	AK074494	NM_153365
HGNC:11568	TARBP1	TAR (HIV-1) RNA binding protein 1	Approved		"Tar (HIV-1) RNA binding protein 1"	TRP-185, TRM3	1q42.2		NM_005646
HGNC:11569	TARBP2	TAR (HIV-1) RNA binding protein 2	Approved		"Tar (HIV-1) RNA binding protein 2"		12q13.13		
HGNC:11571	TARDBP	TAR DNA binding protein	Approved			TDP-43, ALS10	1p36.22	U23731	NM_007375
HGNC:37250	TARM1	T cell-interacting, activating receptor on myeloid cells 1	Approved				19q13.42		NM_001135686
HGNC:11572	TARS	threonyl-tRNA synthetase	Approved				5p13.2	AK095852	NM_152295
HGNC:30740	TARS2	threonyl-tRNA synthetase 2, mitochondrial (putative)	Approved	TARSL1	"threonyl-tRNA synthetase-like 1"	FLJ12528	1q21.2	BC007824	NM_025150
HGNC:24728	TARSL2	threonyl-tRNA synthetase-like 2	Approved			FLJ25005	15q26.3	AL833188	NM_152334
HGNC:14448	TAS1R1	taste receptor, type 1, member 1	Approved	GPR70	"G protein-coupled receptor 70"	T1R1, TR1	1p36.23		
HGNC:14905	TAS1R2	taste receptor, type 1, member 2	Approved	GPR71	"G protein-coupled receptor 71"	T1R2, TR2	1p36.13		
HGNC:15661	TAS1R3	taste receptor, type 1, member 3	Approved			T1R3	1p36	AC026283	
HGNC:14909	TAS2R1	taste receptor, type 2, member 1	Approved			T2R1, TRB7	5p15	AF227129	
HGNC:14910	TAS2R3	taste receptor, type 2, member 3	Approved			T2R3	7q31.3-q32	AF227130	
HGNC:14911	TAS2R4	taste receptor, type 2, member 4	Approved			T2R4	7q31.3-q32	AF227131	
HGNC:14912	TAS2R5	taste receptor, type 2, member 5	Approved			T2R5	7q31.3-q32	AF227132	
HGNC:14913	TAS2R7	taste receptor, type 2, member 7	Approved			T2R7, TRB4	12p13	AF227133	
HGNC:14915	TAS2R8	taste receptor, type 2, member 8	Approved			T2R8, TRB5	12p13	AF227134	
HGNC:14917	TAS2R9	taste receptor, type 2, member 9	Approved			T2R9, TRB6	12p13	AF227135	
HGNC:14918	TAS2R10	taste receptor, type 2, member 10	Approved			T2R10, TRB2	12p13	AF227136	
HGNC:14919	TAS2R13	taste receptor, type 2, member 13	Approved			T2R13, TRB3	12p13	AF227137	
HGNC:14920	TAS2R14	taste receptor, type 2, member 14	Approved			T2R14, TRB1	12p13	AF227138	NM_023922
HGNC:14921	TAS2R16	taste receptor, type 2, member 16	Approved			T2R16	7q31.1-q31.3	AF227139	NM_016945
HGNC:19108	TAS2R19	taste receptor, type 2, member 19	Approved	TAS2R48, TAS2R23	"taste receptor, type 2, member 48", "taste receptor, type 2, member 23"	T2R19, T2R23	12p13.2	AX097730, AF494234	NM_176888
HGNC:19109	TAS2R20	taste receptor, type 2, member 20	Approved	TAS2R49	"taste receptor, type 2, member 49"	T2R20, T2R56	12p13.2	AX097732, AF494236	NM_176889
HGNC:19112	TAS2R30	taste receptor, type 2, member 30	Approved	TAS2R47	"taste receptor, type 2, member 47"	T2R30	12p13.2	AX097746, AF494233	NM_001097643
HGNC:19113	TAS2R31	taste receptor, type 2, member 31	Approved	TAS2R44	"taste receptor, type 2, member 44"	T2R31, T2R53	12p13.2	AX097748, AF494228	NM_176885
HGNC:9584	TAS2R38	taste receptor, type 2, member 38	Approved	PTC	"phenylthiocarbamide tasting"	T2R61	7q34	AF494231	NM_176817
HGNC:18886	TAS2R39	taste receptor, type 2, member 39	Approved				7q34	AF494230	NM_176881
HGNC:18885	TAS2R40	taste receptor, type 2, member 40	Approved	GPR60	"G protein-coupled receptor 60"		7q34	AF494229	
HGNC:18883	TAS2R41	taste receptor, type 2, member 41	Approved			T2R59	7q34	AF494232	
HGNC:18888	TAS2R42	taste receptor, type 2, member 42	Approved			T2R24, T2R55, hT2R55, TAS2R55	12p13	AX097739, AB199241	NM_181429
HGNC:18875	TAS2R43	taste receptor, type 2, member 43	Approved			T2R52	12p13.2	AF494237	NM_176884
HGNC:18876	TAS2R45	taste receptor, type 2, member 45	Approved	GPR59	"G protein-coupled receptor 59"	ZG24P	12 unplaced	AF494226	NM_176886
HGNC:18877	TAS2R46	taste receptor, type 2, member 46	Approved			T2R54	12p13.2	AF494227	NM_176887
HGNC:18882	TAS2R50	taste receptor, type 2, member 50	Approved			T2R51	12p13.2	AF494235	NM_176890
HGNC:20639	TAS2R60	taste receptor, type 2, member 60	Approved			T2R60	7q35	AY114094	
HGNC:15859	TASP1	taspase, threonine aspartase, 1	Approved	C20orf13	"chromosome 20 open reading frame 13"	FLJ20212, dJ585I14.2	20p12	AK000219	NM_017714
HGNC:11573	TAT	tyrosine aminotransferase	Approved				16q22.1		
HGNC:24220	TATDN1	TatD DNase domain containing 1	Approved			CDA11	8q24.13	AF212250	NM_032026
HGNC:28988	TATDN2	TatD DNase domain containing 2	Approved			KIAA0218	3p25.3	D86972	XM_376203
HGNC:27010	TATDN3	TatD DNase domain containing 3	Approved				1q32.3	AL832248	XM_375838
HGNC:11575	TAX1BP1	Tax1 (human T-cell leukemia virus type I) binding protein 1	Approved			TXBP151, CALCOCO3	7p15	U33821	NM_006024
HGNC:30684	TAX1BP3	Tax1 (human T-cell leukemia virus type I) binding protein 3	Approved			TIP-1	17p13	AF028823	NM_014604
HGNC:11577	TAZ	tafazzin	Approved	CMD3A, EFE2, EFE	"endocardial fibroelastosis 2", "cardiomyopathy, dilated 3A (X-linked)"	BTHS, XAP-2, G4.5	Xq28	X92762	
HGNC:23511	TBATA	thymus, brain and testes associated	Approved	C10orf27	"chromosome 10 open reading frame 27"	FLJ32820, spatial	10q22.2	AK057382	NM_152710
HGNC:11578	TBC1D1	TBC1 (tre-2/USP6, BUB2, cdc16) domain family, member 1	Approved			TBC, TBC1, KIAA1108	4p14	AB029031	NM_015173
HGNC:18026	TBC1D2	TBC1 domain family, member 2	Approved			PARIS1, TBC1D2A, Armus	9q22.32	AY026527	NM_018421
HGNC:29183	TBC1D2B	TBC1 domain family, member 2B	Approved			KIAA1055	15q24.3-q25.1	AB028978	NM_015079
HGNC:19031	TBC1D3	TBC1 domain family, member 3	Approved			TBC1D3A, DKFZp434P2235, PRC17	17q12		NM_001123391
HGNC:27011	TBC1D3B	TBC1 domain family, member 3B	Approved	TBC1D3I	"TBC1 domain family, member 3I"	PRC17	17q12	AF540953	NM_001001417
HGNC:24889	TBC1D3C	TBC1 domain family, member 3C	Approved			MGC44903	17q12	BC033670	NM_001001418
HGNC:28944	TBC1D3D	TBC1 domain family, member 3D	Approved				17q12		NM_001291465
HGNC:27071	TBC1D3E	TBC1 domain family, member 3E	Approved				17q12		NM_001291466
HGNC:18257	TBC1D3F	TBC1 domain family, member 3F	Approved				17q12		NM_032258.2
HGNC:29860	TBC1D3G	TBC1 domain family, member 3G	Approved				17q12		NM_001291462
HGNC:30708	TBC1D3H	TBC1 domain family, member 3H	Approved				17q12		NM_001159332
HGNC:32709	TBC1D3I	TBC1 domain family, member 3I	Approved				17q12		NM_001291463
HGNC:51245	TBC1D3K	TBC1 domain family, member 3K	Approved				17q12		
HGNC:51246	TBC1D3L	TBC1 domain family, member 3L	Approved				17q12		
HGNC:19165	TBC1D4	TBC1 domain family, member 4	Approved			KIAA0603, AS160, DKFZp779C0666	13q22.2	AB011175	NM_014832
HGNC:19166	TBC1D5	TBC1 domain family, member 5	Approved			KIAA0210	3p24.3	D86965	NM_014744
HGNC:21066	TBC1D7	TBC1 domain family, member 7	Approved			dJ257A7.3, FLJ32666	6p23	AF151073	NM_016495
HGNC:17791	TBC1D8	TBC1 domain family, member 8 (with GRAM domain)	Approved			HBLP1, VRP, AD3	2q12.1	AB024057	NM_007063
HGNC:24715	TBC1D8B	TBC1 domain family, member 8B (with GRAM domain)	Approved			FLJ20298, RP11-321G1.1	Xq22.3	AK123957	NM_017752
HGNC:21710	TBC1D9	TBC1 domain family, member 9 (with GRAM domain)	Approved		"TBC1 domain family, member 9"	KIAA0882, MDR1	4q31.1	AB020689	NM_015130
HGNC:29097	TBC1D9B	TBC1 domain family, member 9B (with GRAM domain)	Approved			KIAA0676	5q35.3	AB014576	NM_015043
HGNC:23609	TBC1D10A	TBC1 domain family, member 10A	Approved	TBC1D10	"TBC1 domain family, member 10"	EPI64, AC004997.C22.2	22q12.2	AF331038	NM_031937
HGNC:24510	TBC1D10B	TBC1 domain family, member 10B	Approved			DKFZP434P1750, Rab27A-GAPbeta, FLJ13130, EPI64B	16p11.2	BC063112	NM_015527
HGNC:24702	TBC1D10C	TBC1 domain family, member 10C	Approved			FLJ00332, Carabin, EPI64C	11q13.1	BC035630	NM_198517
HGNC:29082	TBC1D12	TBC1 domain family, member 12	Approved			KIAA0608	10q23.33	AB011180	
HGNC:25571	TBC1D13	TBC1 domain family, member 13	Approved			FLJ10743	9q34.13	AK001605	NM_018201
HGNC:29246	TBC1D14	TBC1 domain family, member 14	Approved			KIAA1322	4p16.1	AL833868	NM_020773
HGNC:25694	TBC1D15	TBC1 domain family, member 15	Approved			FLJ12085, DKFZp761D0223	12q15	AL157464	NM_022771
HGNC:28356	TBC1D16	TBC1 domain family, member 16	Approved			MGC25062, FLJ20748	17q25.3	AL157485	NM_019020
HGNC:25699	TBC1D17	TBC1 domain family, member 17	Approved			FLJ12168	19q13.33	AK090606	NM_024682
HGNC:25624	TBC1D19	TBC1 domain family, member 19	Approved			FLJ11082	4p15.2	AK001944	NM_018317
HGNC:16133	TBC1D20	TBC1 domain family, member 20	Approved	C20orf140	"chromosome 20 open reading frame 140"	dJ852M4.2	20p13	AK055573	NM_144628
HGNC:28536	TBC1D21	TBC1 domain family, member 21	Approved			MGC34741, MgcRabGAP	15q24	BC033516	NM_153356
HGNC:1309	TBC1D22A	TBC1 domain family, member 22A	Approved	C22orf4	"chromosome 22 open reading frame 4"		22q13	AK125705	NM_014346
HGNC:21602	TBC1D22B	TBC1 domain family, member 22B	Approved	C6orf197	"chromosome 6 open reading frame 197"	FLJ20337, dJ744I24.2	6p21.2	AK096340	NM_017772
HGNC:25622	TBC1D23	TBC1 domain family, member 23	Approved			FLJ11046	3q12.2	AK001908	NM_018309
HGNC:29203	TBC1D24	TBC1 domain family, member 24	Approved	DFNB86	"deafness, autosomal recessive 86"	KIAA1171, TLDC6, DFNA65	16p13.3	AB032997	NM_020705
HGNC:8092	TBC1D25	TBC1 domain family, member 25	Approved	OATL1	"ornithine aminotransferase-like 1"		Xp11.23	L08240	NM_002536
HGNC:28745	TBC1D26	TBC1 domain family, member 26	Approved			MGC51025	17p11.2		NM_178571
HGNC:26858	TBC1D28	TBC1 domain family, member 28	Approved			FLJ40244	17p11.2		NM_001039397
HGNC:24509	TBC1D29	TBC1 domain family, member 29	Approved			DKFZP434O047	17q11.2	BC096718	NM_015594
HGNC:29164	TBC1D30	TBC1 domain family, member 30	Approved			KIAA0984	12q14.3	AB023201	XM_037557
HGNC:30888	TBC1D31	TBC1 domain family, member 31	Approved	WDR67	"WD repeat domain 67"	MGC21654, Gm85	8q24.13	AK094612	NM_145647
HGNC:21485	TBC1D32	TBC1 domain family, member 32	Approved	C6orf171, C6orf170	"chromosome 6 open reading frame 171", "chromosome 6 open reading frame 170"	FLJ30899, dJ310J6.1, FLJ34235, bA57L9.1, BROMI	6q22.31	AK055461	NM_152730
HGNC:11579	TBCA	tubulin folding cofactor A	Approved		"tubulin-specific chaperone a"		5q14.1	AF038952	NM_004607
HGNC:1989	TBCB	tubulin folding cofactor B	Approved	CKAP1	"cytoskeleton-associated protein 1", "cytoskeleton associated protein 1"	CG22, CKAPI	19q13.11-q13.12	AF013488	NM_001281
HGNC:11580	TBCC	tubulin folding cofactor C	Approved		"tubulin-specific chaperone c"	CFC	6p21.1	U61234	NM_003192
HGNC:25546	TBCCD1	TBCC domain containing 1	Approved			FLJ10560	3q27.3	BC025748	NM_018138
HGNC:11581	TBCD	tubulin folding cofactor D	Approved		"tubulin-specific chaperone d"		17q25.3	BC003094	NM_005993
HGNC:11582	TBCE	tubulin folding cofactor E	Approved	KCS, HRD	"tubulin-specific chaperone e", "Kenny-Caffey syndrome", "hypoparathyroidism, growth and mental retardation, and dysmorphism"	KCS1, pac2	1q42.3	U61232	NM_003193
HGNC:28115	TBCEL	tubulin folding cofactor E-like	Approved	LRRC35	"leucine rich repeat containing 35", "tubulin-specific chaperone e-like"	MGC10233	11q23.3	BC020501	NM_152715
HGNC:28261	TBCK	TBC1 domain containing kinase	Approved			MGC16169, HSPC302	4q24		NM_033115
HGNC:11584	TBK1	TANK-binding kinase 1	Approved			NAK	12q14.2	AF191838	NM_013254
HGNC:30140	TBKBP1	TBK1 binding protein 1	Approved			ProSAPiP2, KIAA0775	17q21.32	AB018318	NM_014726
HGNC:11585	TBL1X	transducin (beta)-like 1X-linked	Approved	TBL1	"transducin (beta)-like 1"	EBI	Xp22.3	Y12781	NM_005647
HGNC:29529	TBL1XR1	transducin (beta)-like 1 X-linked receptor 1	Approved		"transducin (beta)-like 1X-linked receptor 1"	IRA1, FLJ12894, TBLR1, C21, DC42	3q26.33	AK022956	NM_024665
HGNC:18502	TBL1Y	transducin (beta)-like 1, Y-linked	Approved			TBL1	Yp11.2	AF332220	NM_033284
HGNC:11586	TBL2	transducin (beta)-like 2	Approved			WS-betaTRP, WBSCR13, DKFZP43N024	7q11.23	AF056183	NM_012453
HGNC:11587	TBL3	transducin (beta)-like 3	Approved			SAZD, UTP13	16p13.3	U02609	NM_006453
HGNC:11588	TBP	TATA box binding protein	Approved	GTF2D1, SCA17		TFIID	6q27	M55654	NM_003194
HGNC:11589	TBPL1	TBP-like 1	Approved			TLP, STUD, TRF2, TLF	6q22.1-q22.3	AB020881	
HGNC:19841	TBPL2	TATA box binding protein like 2	Approved			TRF3, TBP2	14q22.2	AY457923	NM_199047
HGNC:11590	TBR1	T-box, brain, 1	Approved				2q24.2	U49250	NM_006593
HGNC:29551	TBRG1	transforming growth factor beta regulator 1	Approved			FLJ14621, TB-5, NIAM	11q24.2	AK074140	NM_032811
HGNC:17443	TBRG4	transforming growth factor beta regulator 4	Approved			Cpr2, KIAA0948, H_TD2522F11.8, FASTKD4	7p13	AB023165	NM_030900
HGNC:11592	TBX1	T-box 1	Approved	VCF	"velocardiofacial syndrome"	CATCH22	22q11.21	AF012131	NM_080647
HGNC:11597	TBX2	T-box 2	Approved				17q23.2	AB209378	NM_005994
HGNC:11602	TBX3	T-box 3	Approved	UMS	"ulnar mammary syndrome"	TBX3-ISO, XHL	12q24.21	BC025258	NM_016569, NM_005996
HGNC:11603	TBX4	T-box 4	Approved				17q21-q22	AF188703	NM_018488
HGNC:11604	TBX5	T-box 5	Approved	HOS			12q24.1	U89353	NM_080717
HGNC:11605	TBX6	T-box 6	Approved				16p11.2	AJ007989	NM_004608, NM_080758
HGNC:11593	TBX10	T-box 10	Approved	TBX7	"T-box 7"	TBX13	11q13.2	AH006177	NM_005995
HGNC:11594	TBX15	T-box 15	Approved	TBX14	"T-box 14"		1p11.1	AK127536	NM_152380
HGNC:11595	TBX18	T-box 18	Approved				6q14.1-q15	AJ010278	NM_001080508
HGNC:11596	TBX19	T-box 19	Approved			dj747L4.1, TPIT	1q23-q24	AJ010277	NM_005149
HGNC:11598	TBX20	T-box 20	Approved				7p14.3	AJ237589	NM_020417
HGNC:11599	TBX21	T-box 21	Approved			TBLYM, T-bet	17q21.2	AF093098	NM_013351
HGNC:11600	TBX22	T-box 22	Approved	CPX, CLPA	"cleft palate and/or ankyloglossia"		Xq21.1	AL031000	NM_016954
HGNC:11608	TBXA2R	thromboxane A2 receptor	Approved				19p13.3		
HGNC:11609	TBXAS1	thromboxane A synthase 1 (platelet)	Approved		"thromboxane A synthase 1 (platelet, cytochrome P450, subfamily V)"	CYP5, CYP5A1, THAS, TXS, TXAS, TS	7q34-q35	L36085	
HGNC:19859	TC2N	tandem C2 domains, nuclear	Approved	C14orf47, MTAC2D1	"chromosome 14 open reading frame 47", "membrane targeting (tandem) C2 domain containing 1"	FLJ36557, Tac2-N, C2CD1	14q32.12	AA243837	NM_152332
HGNC:25241	TCAIM	T cell activation inhibitor, mitochondrial	Approved	C3orf23	"chromosome 3 open reading frame 23"	DKFZp313N0621, TOAG-1	3p21.33-p21.32		NM_173826
HGNC:11610	TCAP	titin-cap	Approved	LGMD2G	"limb girdle muscular dystrophy 2G (autosomal recessive)", "titin-cap (telethonin)"	T-cap, TELE, telethonin, CMD1N	17q12	AJ000491	NM_003673
HGNC:11612	TCEA1	transcription elongation factor A (SII), 1	Approved	TCEA, GTF2S		SII, TF2S, TFIIS	8q11.2	X62585	NM_006756
HGNC:11614	TCEA2	transcription elongation factor A (SII), 2	Approved			TFIIS	20q13.33	U86749	NM_198723
